Assay	term	contrast	Day1	TR1	Day2	TR2	null.value	estimate	std.error	df	statistic	p.value	adj.p.value	Allocation
CCL20	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.33031216429650007	0.07243136273964786	1051.7090012622307	4.560347228089526	5.706975701471865e-6	9.804291589708074e-6	Placebo
ST1A1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.3114230588982192	0.05388315416678777	1049.929664864173	-5.77959964879288	9.864418106854124e-9	2.2790207350318147e-8	Anakinra
ST1A1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.736564359791688	0.054163846437748416	1054.3249381310795	-13.598819290617332	6.33849898841529e-39	2.4981143071989674e-38	Anakinra
ST1A1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	-0.28133911497707104	0.07935624513758659	1055.2716003578041	-3.5452674769237102	4.094109256721276e-4	9.443234041721728e-4	Placebo
ST1A1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.5258079800326655	0.08032608300993321	1062.6618053460973	-6.545918340965829	9.183498159035447e-11	2.366516833289904e-10	Placebo
STAMBP	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.08323248024749277	0.05805899530836418	1052.7928192168995	1.4335845772980853	0.15198775887452923	0.19583038162679728	Anakinra
STAMBP	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.11645751709740285	0.05835499148696493	1057.487739798935	-1.9956736198550658	0.046225622558823516	0.05077240510559305	Anakinra
STAMBP	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.07487545046211816	0.0854947828707409	1058.4159887767107	0.8757897025754419	0.3813430771396039	0.44824537137462217	Placebo
STAMBP	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	-0.09682132970049649	0.08652355957687256	1066.3873608339804	-1.119016949533552	0.2633849013738652	0.29411313986748283	Placebo
ADA	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.16997224661316868	0.05541294273808495	1048.575483695456	3.067374483549091	0.0022148643826929624	0.003905155622116539	Anakinra
ADA	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.19470659418250288	0.055704466531314306	1052.8274949090628	3.495349768282018	4.931571123160724e-4	6.007550277304882e-4	Anakinra
ADA	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.028024086581799917	0.08161435998759019	1053.7793793626472	0.34337200691227743	0.7313871081593001	0.7656708788542673	Placebo
ADA	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.08840566591128353	0.08261888387015842	1060.8953904935572	1.0700418811057706	0.284843843603503	0.3078151213134629	Placebo
TNFB	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	-0.08703913300133435	0.04636910682998027	1040.9701664123634	-1.8770931542951048	0.06078482448791759	0.08665070724873358	Anakinra
TNFB	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	-0.11345046376097899	0.04662602367425778	1044.4029937413252	-2.4332004923596986	0.015132956010899402	0.016898467545504333	Anakinra
TNFB	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.07834351011708114	0.0683180017985836	1045.3396959410782	1.146747680765824	0.2517483283456651	0.30119889284213497	Placebo
TNFB	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.05361602937058842	0.06919052459461332	1050.932479983558	0.7749042182397701	0.4385705708696329	0.46641632140103817	Placebo
CSF-1	Day*Allocation	Day1 Anakinra - Day4 Anakinra	1	Anakinra	4	Anakinra	0	0.6992660504032476	0.05783823711706072	1062.2814995275417	12.090030492941546	1.2774633500649678e-31	1.0698755556794106e-30	Anakinra
CSF-1	Day*Allocation	Day1 Anakinra - Day7 Anakinra	1	Anakinra	7	Anakinra	0	0.8897737485471082	0.058110751052963934	1067.9291676829846	15.311689014931865	5.4124946485157956e-48	3.0219761787546523e-47	Anakinra
CSF-1	Day*Allocation	Day1 Placebo - Day4 Placebo	1	Placebo	4	Placebo	0	0.6134076387420562	0.08513134885603199	1068.7317235803473	7.2054260502721155	1.091168232793861e-12	8.12314128857652e-12	Placebo
CSF-1	Day*Allocation	Day1 Placebo - Day7 Placebo	1	Placebo	7	Placebo	0	0.6315364495674046	0.08609887932471352	1078.6224846603748	7.335013585782302	4.347948896207312e-13	1.618403200254944e-12	Placebo
