Assay	Day	Allocation	srf14	emmean	SE	df	lower.CL	upper.CL
HGF	1	Anakinra	Yes	0.18098119093810994	0.12008333325274913	1136.6319768235467	-0.05462870656273611	0.416591088438956
HGF	4	Anakinra	Yes	0.2738852216138197	0.12309916058978256	1181.8099631012476	0.03236795191813749	0.5154024913095019
HGF	7	Anakinra	Yes	0.4607926122160819	0.12190312075460595	1162.3959240703634	0.2216178455744815	0.6999673788576823
HGF	1	Placebo	Yes	0.007225593894214774	0.1371744102036744	1142.063870522312	-0.2619165426047262	0.27636773039315576
HGF	4	Placebo	Yes	0.41111305909397483	0.14288992951437343	1221.1131786825285	0.13077607883761017	0.6914500393503396
HGF	7	Placebo	Yes	0.5007586278508782	0.14279884783209076	1220.2780783475796	0.22060015130791266	0.7809171043938438
IL-12B	1	Anakinra	No	0.8973833385669379	0.049657481718602556	1047.4367607671118	0.7999438689816019	0.9948228081522739
IL-12B	4	Anakinra	No	0.1782272353438428	0.04983574533986637	1054.5509130974056	0.08043873444610543	0.27601573624158016
IL-12B	7	Anakinra	No	0.10980446841827045	0.05014331102272847	1070.3593246776925	0.011414126902844365	0.20819480993369655
IL-12B	1	Placebo	No	0.8519389786758272	0.0761122712811972	1121.13213536427	0.7026004465781939	1.0012775107734606
IL-12B	4	Placebo	No	0.17682692061669683	0.07506320993054713	1089.481645432575	0.029542108978838605	0.32411173225455503
IL-12B	7	Placebo	No	0.1926670784897418	0.07663531422979174	1137.5853448299854	0.04230464341017781	0.3430295135693058
IL-12B	1	Anakinra	Yes	0.9563452800947885	0.09822972898657775	1083.0968019151665	0.7636031631914835	1.1490873969980935
IL-12B	4	Anakinra	Yes	-0.134427224462832	0.10056223905642403	1129.4562975711722	-0.33173703137086513	0.06288258244520112
IL-12B	7	Anakinra	Yes	-0.3558134711589392	0.09964193708563211	1109.7397640478803	-0.5513213105714927	-0.1603056317463857
IL-12B	1	Placebo	Yes	1.051651806529642	0.11219463177757523	1087.5141491028041	0.8315093629552152	1.271794250104069
IL-12B	4	Placebo	Yes	0.11039590046013172	0.11659784878021014	1168.2242825741237	-0.11836869622989012	0.33916049715015356
IL-12B	7	Placebo	Yes	-0.16164446097132928	0.11652654333368559	1167.2813070184006	-0.3902693481552152	0.06698042621255659
MMP-10	1	Anakinra	No	0.4503246764365212	0.0581968961672838	885.239352941382	0.3361046896217979	0.5645446632512445
MMP-10	4	Anakinra	No	0.052412652774306664	0.058358507115605696	891.6144866802125	-0.062123398146660846	0.16694870369527418
MMP-10	7	Anakinra	No	-0.055815706874228446	0.05862146076616475	903.8941678810809	-0.1708657135019026	0.05923429975344573
MMP-10	1	Placebo	No	0.3179708983222149	0.08853102969691537	941.3960067083838	0.144229892570097	0.49171190407433285
MMP-10	4	Placebo	No	-0.016778914096973078	0.08760824253286399	914.520482020808	-0.18871546643237258	0.15515763823842643
MMP-10	7	Placebo	No	0.07276645670997196	0.08898560194268462	955.0931154456285	-0.10186341729524932	0.24739633071519324
MMP-10	1	Anakinra	Yes	0.6220450711592291	0.114689152050901	913.4637873391528	0.3969602269363842	0.847129915382074
MMP-10	4	Anakinra	Yes	0.11344265868080744	0.11680654861182638	956.1100676711377	-0.11578414760495986	0.34266946496657474
MMP-10	7	Anakinra	Yes	0.06757710243610938	0.1159859217823531	938.6188518166184	-0.16004464246991607	0.2951988473421348
MMP-10	1	Placebo	Yes	0.6236590167193797	0.1309475862173853	915.6651690158398	0.36666676848683155	0.8806512649519279
MMP-10	4	Placebo	Yes	0.3601737173881673	0.1348920573626871	988.259124545116	0.0954659506975114	0.6248814840788232
MMP-10	7	Placebo	Yes	0.13315727622124043	0.13482510698187353	987.1954570679434	-0.1314194587826054	0.3977340112250862
IL10	1	Anakinra	No	0.4915073197835483	0.05611364608851476	1078.9528886324383	0.38140308234076986	0.6016115572263266
IL10	4	Anakinra	No	-0.2541483348773688	0.05632230296532432	1086.012618421942	-0.36466118478858967	-0.143635484966148
IL10	7	Anakinra	No	-0.45860147611342844	0.05668617843694973	1102.148778874125	-0.5698264877421717	-0.34737646448468523
IL10	1	Placebo	No	0.549258730413573	0.08612245268258245	1154.6179740210587	0.3802846957362649	0.7182327650908811
IL10	4	Placebo	No	-0.3047108311366338	0.08488774109889093	1122.9454556639687	-0.47126726562991217	-0.13815439664335535
IL10	7	Placebo	No	-0.35766806762356274	0.08673950571407044	1171.148524937788	-0.5278502525012098	-0.18748588274591574
IL10	1	Anakinra	Yes	0.9128114852311698	0.11107270053395622	1115.2489931972118	0.6948764750172223	1.1307464954451174
IL10	4	Anakinra	Yes	0.26039372762534724	0.11380306956159988	1161.0286558170753	0.037111043414798484	0.483676411835896
IL10	7	Anakinra	Yes	-0.0858918716227582	0.11272243253463766	1141.4361597100421	-0.30705829747855495	0.13527455423303852
IL10	1	Placebo	Yes	0.8580780961834352	0.1268738738445198	1120.256313094912	0.6091409173131361	1.1070152750537343
IL10	4	Placebo	Yes	0.055058445048326465	0.13204037414579142	1200.2096381862732	-0.20399717575285453	0.31411406584950746
IL10	7	Placebo	Yes	-0.13063436639683956	0.13195750340484788	1199.3281610076617	-0.3895275916471679	0.12825885885348876
TNF	1	Anakinra	No	0.23023479498902705	0.06149573295534871	996.2639624860723	0.10955876652658987	0.35091082345146424
TNF	4	Anakinra	No	0.03507235017063144	0.06170253059535221	1003.3318789316701	-0.08600844976153005	0.15615315010279293
TNF	7	Anakinra	No	-0.09675309927681168	0.06205304181117416	1018.3446995033503	-0.21851955023031877	0.025013351676695425
TNF	1	Placebo	No	0.2516374950067414	0.09404633541372467	1065.702570405789	0.06710048212492448	0.43617450788855827
TNF	4	Placebo	No	0.04277149662906163	0.09284045609305384	1034.7251842983728	-0.1394055500225339	0.22494854328065716
TNF	7	Placebo	No	-0.03401594051134654	0.09464528905206182	1081.7064549481881	-0.21972509175903573	0.15169321073634265
TNF	1	Anakinra	Yes	0.3855957370507724	0.12151351618546298	1030.3047472533272	0.14715351408755228	0.6240379600139925
TNF	4	Anakinra	Yes	0.0858916197695609	0.12421969566343097	1076.7492680351602	-0.1578484907730872	0.329631730312209
TNF	7	Anakinra	Yes	0.08038430441333429	0.12315758960617822	1057.206388293079	-0.16127680090760443	0.32204540973427304
TNF	1	Placebo	Yes	0.401506827614481	0.13877162041844976	1033.8776391948627	0.12920066604654573	0.6738129891824163
TNF	4	Placebo	Yes	0.37067072552561403	0.14385993019802515	1114.2495096906482	0.08840383402300245	0.6529376170282256
TNF	7	Placebo	Yes	0.1339244311364455	0.14377627282406105	1113.2296341012532	-0.14817859766118116	0.4160274599340722
CCL23	1	Anakinra	No	0.3270014144103833	0.05962018045858861	959.7330629404033	0.21000045574127685	0.4440023730794897
CCL23	4	Anakinra	No	-0.17425557582176712	0.05981008979993446	966.663826731743	-0.2916281573678934	-0.05688299427564085
CCL23	7	Anakinra	No	-0.34963738520655135	0.06012780067068114	980.921432109403	-0.46763129926760394	-0.23164347114549877
CCL23	1	Placebo	No	0.3352254683454959	0.09102586332343827	1025.3809315286728	0.15660721700461228	0.5138437196863794
CCL23	4	Placebo	No	-0.2653028888472568	0.08992588740727948	995.3606029626566	-0.441768968788525	-0.08883680890598858
CCL23	7	Placebo	No	-0.3032968241805433	0.09157073954455058	1040.822845543376	-0.4829811249902428	-0.12361252337084386
CCL23	1	Anakinra	Yes	0.6831646178930124	0.11770953274257602	992.1943594788956	0.4521763995652056	0.9141528362208192
CCL23	4	Anakinra	Yes	0.1532669618844393	0.12019532799117111	1038.0132314000973	-0.08258656113690646	0.3891204849057851
CCL23	7	Anakinra	Yes	-0.05387666692692505	0.11922357538974901	1018.8876837862621	-0.2878284929048611	0.180075159051011
CCL23	1	Placebo	Yes	0.3631102799165049	0.1344165741812261	995.249251643888	0.09933785753977603	0.6268827022932337
CCL23	4	Placebo	Yes	0.2651977785945698	0.13907672575536692	1074.149041732236	-0.007695088121400462	0.5380906453105401
CCL23	7	Placebo	Yes	0.007954368973808511	0.1389992912877369	1073.0944616880683	-0.2647868601245781	0.28069559807219513
CD5	1	Anakinra	No	0.04754558819877472	0.05815120818918734	1049.70332757875	-0.06656025309592382	0.16165142949347328
CD5	4	Anakinra	No	0.1808427303255708	0.05836051683998796	1056.8156531500545	0.066327067683599	0.2953583929675426
CD5	7	Anakinra	No	0.5382912569476409	0.058721925798646504	1072.6518731983192	0.4230683840050758	0.6535141298902061
CD5	1	Placebo	No	-0.03070240134048735	0.08913962447494972	1123.5573996869116	-0.20560126314986812	0.14419646046889342
CD5	4	Placebo	No	0.1360738048842643	0.08790737427340245	1091.8953034397828	-0.036412680082533566	0.30856028985106215
CD5	7	Placebo	No	0.5619200702013745	0.08975410558700389	1140.021268340921	0.3858182913138264	0.7380218490889225
CD5	1	Anakinra	Yes	-0.15663316499959642	0.11503699249960805	1085.4184864116637	-0.3823532258104493	0.06908689581125643
CD5	4	Anakinra	Yes	-0.07214516004883514	0.11777571783681538	1131.7493416610764	-0.30322845587313596	0.15893813577546567
CD5	7	Anakinra	Yes	0.17843685956156255	0.11669489616535178	1112.0359463915913	-0.05053014220973598	0.4074038613328611
CD5	1	Placebo	Yes	-0.17758693330326497	0.13139206426549485	1089.8764913564498	-0.43539695310846416	0.08022308650193422
CD5	4	Placebo	Yes	-0.08141204405164205	0.13656300934963356	1170.5563125448673	-0.34934766666203093	0.18652357855874685
CD5	7	Placebo	Yes	-0.15504780569810056	0.13647932833117968	1169.6174264511728	-0.4228194692442884	0.1127238578480873
CCL3	1	Anakinra	No	-0.3206779960819743	0.05849142092980755	1208.9654055252222	-0.4354339613148149	-0.20592203084913369
CCL3	4	Anakinra	No	0.16020364184757918	0.058735477917255044	1215.162920607965	0.04496944330232268	0.2754378403928357
CCL3	7	Anakinra	No	0.4286064587588437	0.059179695110322984	1231.2091162027796	0.3125022511000093	0.5447106664176781
CCL3	1	Placebo	No	-0.3068395722950293	0.09023995200529196	1286.921567220976	-0.48387312761403567	-0.12980601697602287
CCL3	4	Placebo	No	-0.05653573656685698	0.08876367851504692	1258.3231350149222	-0.23067685089626153	0.11760537776254756
CCL3	7	Placebo	No	0.3670447243550626	0.09098514820764833	1302.1576771431394	0.1885512024127935	0.5455382462973317
CCL3	1	Anakinra	Yes	-0.2728134804146556	0.11606326450269656	1244.7505935786394	-0.5005147061023616	-0.045112254726949574
CCL3	4	Anakinra	Yes	0.12147102710629304	0.11926142369437519	1284.3514174579016	-0.11249755502347825	0.3554396092360643
CCL3	7	Anakinra	Yes	0.4520016761754678	0.11798061652946515	1267.0020957744555	0.22054280832290396	0.6834605440280317
CCL3	1	Placebo	Yes	-0.19282289601039007	0.13263016855797025	1252.7024519772413	-0.45302465314835383	0.06737886112757366
CCL3	4	Placebo	Yes	0.21722682947822333	0.13873734927217446	1322.3597763144373	-0.05494249287348793	0.48939615182993457
CCL3	7	Placebo	Yes	0.39523723538556216	0.138643429338717	1321.8125338618263	0.1232520582032629	0.6672224125678614
Flt3L	1	Anakinra	No	0.1649714459836086	0.057328134928608956	1115.1582663416891	0.05248828211463788	0.2774546098525793
Flt3L	4	Anakinra	No	0.3046630770358814	0.057549229181422516	1122.0793377585717	0.19174686228944166	0.41757929178232117
Flt3L	7	Anakinra	No	0.5309559787712231	0.05793948613731702	1138.430432573268	0.41727581157268434	0.6446361459697619
Flt3L	1	Placebo	No	0.09107479713880061	0.08811759191465038	1192.4352740261675	-0.08180798859598513	0.26395758287358634
Flt3L	4	Placebo	No	0.11022700129227599	0.0868011066609261	1161.1085967482727	-0.06007756755533862	0.2805315701398906
Flt3L	7	Placebo	No	0.538239869716296	0.08877730686249742	1208.8657190378074	0.36406515794277844	0.7124145814898135
Flt3L	1	Anakinra	Yes	0.05845899444346228	0.11355782411387048	1151.8303098758588	-0.1643443726608591	0.28126236154778367
Flt3L	4	Anakinra	Yes	-0.2899046248017591	0.11645153146238356	1196.4774571017103	-0.5183765521333386	-0.061432697470179626
Flt3L	7	Anakinra	Yes	0.19172431592126388	0.11530229029754478	1177.236707935428	-0.03449660315738046	0.4179452349999082
Flt3L	1	Placebo	Yes	0.13721505782089216	0.1297258419346326	1157.5795299606073	-0.11730904574069323	0.39173916138247755
Flt3L	4	Placebo	Yes	0.1747259419011768	0.13521591670430158	1235.7928311384992	-0.09055220027401295	0.44000408407636654
Flt3L	7	Placebo	Yes	-0.019112693464564262	0.13512883960662195	1234.9931334860973	-0.2842201686395742	0.24599478171044573
CXCL6	1	Anakinra	No	-0.1348453823641552	0.06082405043199351	977.3672707381448	-0.25420614296080707	-0.015484621767503329
CXCL6	4	Anakinra	No	-0.05050695548080469	0.06102310911185419	984.3752020665978	-0.17025729064428685	0.06924337968267746
CXCL6	7	Anakinra	No	0.2628017557539588	0.06135824622385586	999.016074286964	0.14239592755643968	0.3832075839514779
CXCL6	1	Placebo	No	-0.1303727791879909	0.09293953372013476	1044.920144785487	-0.31274215812758255	0.05199659975160076
CXCL6	4	Placebo	No	-0.015583566797184999	0.09178278976776576	1014.3887726430194	-0.19568942631789937	0.16452229272352936
CXCL6	7	Placebo	No	0.28292213227379515	0.093513279112881445	1060.65809227671	0.0994300862260217	0.4664141783215686
CXCL6	1	Anakinra	Yes	-0.41017310678071733	0.12013519193084257	1010.633771372854	-0.6459160831155457	-0.17443013044588895
CXCL6	4	Anakinra	Yes	-0.22493725121437055	0.12274038822171097	1056.8282945762976	-0.46577981838883453	0.015905315960093425
CXCL6	7	Anakinra	Yes	-0.07000752397583837	0.12171998813152313	1037.4702624193972	-0.3088529603317752	0.16883791238009843
CXCL6	1	Placebo	Yes	-0.09562221183313102	0.1371917535191618	1013.9300734696836	-0.36483446940923536	0.17359004574297332
CXCL6	4	Placebo	Yes	0.15510639769202125	0.14208277110435538	1093.6709249512642	-0.12367924244062947	0.433892037824672
CXCL6	7	Placebo	Yes	0.3138653158481836	0.1420019137798878	1092.6308274702533	0.03523803489240479	0.5924925968039625
CXCL10	1	Anakinra	No	0.5625286787990743	0.05189361369346253	1026.3163548436257	0.46069897665132925	0.6643583809468194
CXCL10	4	Anakinra	No	-0.22477669046674534	0.052075190069059446	1033.431816795096	-0.32696186527166404	-0.1225915156618266
CXCL10	7	Anakinra	No	-0.6414932775704029	0.05238620234242631	1048.9503337901967	-0.7442869568413951	-0.5386995982994106
CXCL10	1	Placebo	No	0.7265492081496476	0.07946719171587557	1098.409325828944	0.5706245604322	0.8824738558670953
CXCL10	4	Placebo	No	-0.2752700164096643	0.0784026331100861	1066.9414352104013	-0.4291108710444681	-0.12142916177486052
CXCL10	7	Placebo	No	-0.5779716990209661	0.07999713003485569	1114.725388196798	-0.7349336182350454	-0.4210097798068868
CXCL10	1	Anakinra	Yes	1.013934297516082	0.10260729792209906	1061.394302276833	0.8125980991197361	1.215270495912428
CXCL10	4	Anakinra	Yes	0.26859407155971415	0.10498318950830768	1107.9207247587356	0.06260577035646481	0.4745823727629635
CXCL10	7	Anakinra	Yes	0.03724882779600796	0.10404778035934797	1088.218733917073	-0.16690814237643103	0.24140579796844697
CXCL10	1	Placebo	Yes	1.2400224317388313	0.117188449163278	1065.446079359458	1.0100760741593824	1.4699687893182802
CXCL10	4	Placebo	Yes	0.4466827138296008	0.12166628792084337	1146.2557236284144	0.20796911133691195	0.6853963163222896
CXCL10	7	Placebo	Yes	-0.03910438059025205	0.12159331577859107	1145.2773185289227	-0.2776750245617304	0.1994662633812263
4E-BP1	1	Anakinra	No	0.16323979596293575	0.06200554747090734	1057.4975768231247	0.041571903169877286	0.2849076887559942
4E-BP1	4	Anakinra	No	-0.10225994102102581	0.06223073928265076	1064.6011411205636	-0.22436877380946274	0.0198488917674111
4E-BP1	7	Anakinra	No	-0.0691458043913008	0.06262060824650244	1080.5280280153866	-0.1920175746745189	0.05372596589191729
4E-BP1	1	Placebo	No	0.1508365926228821	0.09507944737287956	1131.8774364992273	-0.03571518397132206	0.33738836921708626
4E-BP1	4	Placebo	No	0.0022878828610098257	0.093751871008228585	1100.1872717858382	-0.18166477842005255	0.18624054414207222
4E-BP1	7	Placebo	No	0.07662878542208318	0.09574184842575223	1148.3719391102604	-0.11121977492975713	0.26447734577392346
4E-BP1	1	Anakinra	Yes	0.1299663906783417	0.12268161400642445	1093.391272840369	-0.11075161980839013	0.3706844011650735
4E-BP1	4	Anakinra	Yes	0.0019147815740199262	0.1256281882144974	1139.608019889479	-0.2445737306171466	0.24840329376518644
4E-BP1	7	Anakinra	Yes	-0.028903846772923687	0.12446443562414428	1119.9123023437326	-0.2731135869572241	0.2153058934113767
4E-BP1	1	Placebo	Yes	0.30432907080665456	0.1401263275382077	1097.9911955739126	0.029383436465621082	0.5792747051476881
4E-BP1	4	Placebo	Yes	0.1805317599864473	0.14569299464399005	1178.538038802885	-0.10531482304831194	0.4663783430212065
4E-BP1	7	Placebo	Yes	0.19617982653018137	0.14560312091767452	1177.613622348497	-0.08949065668212855	0.4818503097424913
SIRT2	1	Anakinra	No	0.014947291244055966	0.06138461571130237	1406.416669562113	-0.10546797281297415	0.1353625553010861
SIRT2	4	Anakinra	No	-0.14228122660712741	0.06167138538760688	1409.56975570729	-0.26325879993273055	-0.021303653281524282
SIRT2	7	Anakinra	No	0.09155202289534486	0.06222849077129062	1420.3635649833047	-0.030517598094489062	0.2136216438851788
SIRT2	1	Placebo	No	-0.053631296149975326	0.09542820523219556	1466.233463941166	-0.24082166356297438	0.13355907126302372
SIRT2	4	Placebo	No	-0.10604548137200559	0.09363633553567578	1451.3386247390952	-0.2897225045632128	0.07763154181920165
SIRT2	7	Placebo	No	0.05216053793032823	0.09634911642087111	1474.822280641922	-0.1368353641338264	0.24115643999448289
SIRT2	1	Anakinra	Yes	-0.03210190136125872	0.12220181662368436	1430.6411628715944	-0.27181586293460813	0.20761206021209072
SIRT2	4	Anakinra	Yes	0.1295884585273408	0.12598695870280407	1451.7444183539715	-0.11754748506033388	0.37672440211501546
SIRT2	7	Anakinra	Yes	0.06242380883830016	0.12444846805827005	1442.3334665138043	-0.18169556147599353	0.3065431791525938
SIRT2	1	Placebo	Yes	0.07885939919238674	0.13980134529385335	1443.3788049642744	-0.19537616317639148	0.35309496156116493
SIRT2	4	Placebo	Yes	-0.05448811367976471	0.14711478176912146	1479.1902782429972	-0.343063914735874	0.2340876873763446
SIRT2	7	Placebo	Yes	-0.054411986587740116	0.1470111067786247	1479.2147718314532	-0.34278441808209914	0.23396044490661894
DNER	1	Anakinra	No	-0.09145159417233722	0.05860124897885281	955.5061389887288	-0.20645360449373068	0.023550416149056244
DNER	4	Anakinra	No	0.09524456144821636	0.058786656519785103	962.4153462280386	-0.02012025147164903	0.21060937436808175
DNER	7	Anakinra	No	0.42131612803629553	0.05909636082561134	976.5760218721481	0.3053456589102392	0.5372865971623519
DNER	1	Placebo	No	-0.05253869943014274	0.08945252711159651	1020.6770448995185	-0.22807058022295953	0.12299318136267404
DNER	4	Placebo	No	0.08986120232937386	0.08837947349963332	990.7927123679478	-0.08357124546554792	0.2632936501242956
DNER	7	Placebo	No	0.4986391086744142	0.0899839007324961	1036.0412004309496	0.322067626947274	0.6752105904015544
DNER	1	Anakinra	Yes	-0.089380077381227	0.11568639118259018	987.762789096786	-0.3163994120506418	0.13763925728818782
DNER	4	Anakinra	Yes	-0.31560305601038624	0.1181133524235599	1033.4708448658484	-0.5473724074762167	-0.08383370454455569
DNER	7	Anakinra	Yes	-0.02992077532716813	0.11716504450946724	1014.4097025108471	-0.25983436348949024	0.19999281283515397
DNER	1	Placebo	Yes	-0.2008130619407147	0.13210509083684788	990.7621650373188	-0.46005097349120516	0.058424849609775786
DNER	4	Placebo	Yes	-0.2296653328649763	0.13665336346789747	1069.423815464707	-0.49780447528167854	0.03847380955172591
DNER	7	Placebo	Yes	-0.3101802699665081	0.13657769595384614	1068.3664203690735	-0.5781712392663741	-0.04218930066664206
EN-RAGE	1	Anakinra	No	-0.23373466513349916	0.05982834009379554	1113.971264051268	-0.3511236013411093	-0.116345728925889
EN-RAGE	4	Anakinra	No	-0.30806067476363563	0.060058814916308316	1120.8981532893376	-0.4259010325867315	-0.19022031694053976
EN-RAGE	7	Anakinra	No	0.006686670239560901	0.06046546951258217	1137.2450233759491	-0.11194973418135748	0.1253230746604793
EN-RAGE	1	Placebo	No	-0.10572323270635281	0.09195615661833649	1191.2068159467442	-0.2861373002477835	0.07469083483507791
EN-RAGE	4	Placebo	No	-0.0681391441581495	0.09058409372116742	1159.8625106556108	-0.2458661676178223	0.10958787930152328
EN-RAGE	7	Placebo	No	0.07715563220641886	0.092643660743154	1207.6437480327759	-0.10460477303174295	0.2589160374445807
EN-RAGE	1	Anakinra	Yes	0.11001533338618802	0.11850760358920545	1150.6371340419034	-0.12249988178171581	0.3425305485540918
EN-RAGE	4	Anakinra	Yes	0.5616046295224582	0.12152405797306674	1195.32902948764	0.32318043359276694	0.8000288254521494
EN-RAGE	7	Anakinra	Yes	0.5292337811210936	0.12032620059610478	1176.0732826340036	0.2931558044330348	0.7653117578091525
EN-RAGE	1	Placebo	Yes	-0.057711089925768344	0.13537987990456582	1156.3609781929426	-0.32332879618903804	0.20790661633750135
EN-RAGE	4	Placebo	Yes	0.3723247095297651	0.14110234705395472	1234.64570659444	0.09549781303726601	0.6491516060222642
EN-RAGE	7	Placebo	Yes	0.4620179149293871	0.14101155012946462	1233.8431597689487	0.18536897519284862	0.7386668546659256
CD40	1	Anakinra	No	-0.02620000289399457	0.06030975908673909	1030.629247908272	-0.1445439381972866	0.09214393240929744
CD40	4	Anakinra	No	-0.09441006116453056	0.06052192168423336	1037.7467567152478	-0.21316935877299534	0.02434923644393422
CD40	7	Anakinra	No	0.2115636110076004	0.06088586587761817	1053.3289439017394	0.09209222664346411	0.3310349953717367
CD40	1	Placebo	No	-0.22079955137272414	0.09237257014001116	1103.0674022747728	-0.4020453341196194	-0.039553768625828906
CD40	4	Placebo	No	-0.15514605072307588	0.09112773140442622	1071.5513139447712	-0.3339550910673241	0.023662989621172303
CD40	7	Placebo	No	0.05126935423545184	0.09299245025145396	1119.4170109031543	-0.1311897785443191	0.23372848701522278
CD40	1	Anakinra	Yes	-0.013088856155464665	0.11925921066474471	1065.836041243435	-0.24709835013960052	0.22092063782867116
CD40	4	Anakinra	Yes	0.05586015870315594	0.12203529815538855	1112.343184401303	-0.18358517128142404	0.29530548868773593
CD40	7	Anakinra	Yes	0.5020314117943868	0.1209418450268893	1092.6317618388648	0.2647268818435089	0.7393359417452647
CD40	1	Placebo	Yes	0.0749705626545334	0.1362081249349327	1069.9605183832255	-0.19229478761653385	0.3422359129256006
CD40	4	Placebo	Yes	0.2849250706291971	0.14144195860906555	1150.7768590842654	0.0074120483501478596	0.5624380929082463
CD40	7	Placebo	Yes	0.39976299387747105	0.1413567757068148	1149.8052857530583	0.12241685606102143	0.6771091316939206
IFN-gamma	1	Anakinra	No	0.7035168179401553	0.05493717667160737	1141.8300629976738	0.59572767350234	0.8113059623779706
IFN-gamma	4	Anakinra	No	-0.035456901421882084	0.05515430836583615	1148.5980129108	-0.14367139114149124	0.07275758829772708
IFN-gamma	7	Anakinra	No	-0.273712886090946	0.05554096023690338	1164.9922179962787	-0.3826843813587566	-0.16474139082313546
IFN-gamma	1	Placebo	No	0.7586772623708377	0.08453328024757135	1219.8288206849088	0.5928305203938724	0.9245240043478029
IFN-gamma	4	Placebo	No	-0.13164712167505238	0.08323452222131206	1189.010350855449	-0.2949500203640284	0.03165577701392361
IFN-gamma	7	Placebo	No	-0.23527279934786455	0.08518543559446802	1236.0563259438381	-0.4023968326944338	-0.06814876600129524
IFN-gamma	1	Anakinra	Yes	0.9469003953661645	0.10887716444316117	1178.5285820300041	0.7332856930301337	1.1605150977021954
IFN-gamma	4	Anakinra	Yes	0.08156905673344904	0.11171969776271568	1222.0389920216767	-0.13761461332244196	0.30075272678934
IFN-gamma	7	Anakinra	Yes	0.018531538914316838	0.11058800136980632	1203.1957439941941	-0.19843521661044153	0.2354982944390752
IFN-gamma	1	Placebo	Yes	0.9423939379371207	0.12438896518572966	1184.865920135838	0.6983467513094221	1.1864411245648192
IFN-gamma	4	Placebo	Yes	0.19003374279479446	0.12979219322579025	1261.2239153446908	-0.06459864162511897	0.4446661272147079
IFN-gamma	7	Placebo	Yes	-0.16643378480892876	0.12970721807228433	1260.4908909184637	-0.4208996031514063	0.08803203353354874
FGF-19	1	Anakinra	No	0.24011592349394068	0.060154726225874394	1262.1761928682533	0.1221016586020432	0.35813018838583816
FGF-19	4	Anakinra	No	-0.14791430696861202	0.06041506211838503	1267.7420763203436	-0.2664388111283461	-0.029389802808877916
FGF-19	7	Anakinra	No	-0.015855519201440002	0.06089714739394259	1283.0211895029236	-0.13532443651026926	0.10361339810738927
FGF-19	1	Placebo	No	0.31856392264007405	0.09299606954589469	1338.069966016913	0.13612995570748002	0.5009978895726681
FGF-19	4	Placebo	No	-0.027137554011332804	0.09140747026858217	1312.162653257661	-0.20645831003055357	0.15218320200788796
FGF-19	7	Placebo	No	0.21384913264195965	0.09380147523297208	1352.042485727398	0.02983689205376755	0.39786137323015175
FGF-19	1	Anakinra	Yes	0.26052654359847316	0.11947376556707034	1296.1962006547799	0.02614340674939028	0.494909680447556
FGF-19	4	Anakinra	Yes	-0.19820008445272388	0.12288936374656174	1331.7349039957037	-0.4392779147945314	0.04287774588908361
FGF-19	7	Anakinra	Yes	-0.08213603446372658	0.1215154754013975	1316.0392190808263	-0.3205212298303791	0.15624916090292595
FGF-19	1	Placebo	Yes	0.1599443952877944	0.13655822914225885	1305.5217923114653	-0.10795318267484469	0.4278419732504335
FGF-19	4	Placebo	Yes	0.08227074329421025	0.143103132314778	1367.9567022243332	-0.1984546234463337	0.3629961100347542
FGF-19	7	Placebo	Yes	-0.02592866528689943	0.14300438461250584	1367.5677235308158	-0.3064603893530196	0.2546030587792208
MCP-2	1	Anakinra	No	0.5439098724515463	0.05547638608673884	859.4411843073818	0.4350248129075463	0.6527949319955464
MCP-2	4	Anakinra	No	-0.1867265825912423	0.05562167011525558	865.5358582199826	-0.2958957111075747	-0.07755745407490995
MCP-2	7	Anakinra	No	-0.45718232807766324	0.05585569063933658	877.0064276499005	-0.566808762905521	-0.3475558932498055
MCP-2	1	Placebo	No	0.6545802798819691	0.08427963376038591	911.8098243134244	0.48917567491125047	0.8199848848526877
MCP-2	4	Placebo	No	-0.1425459391062075	0.08345433824876339	886.3827319575591	-0.30633708963376177	0.021245211421346777
MCP-2	7	Placebo	No	-0.38783476243361165	0.08468538899766904	924.7244107213422	-0.5540326050436142	-0.22163691982360914
MCP-2	1	Anakinra	Yes	0.8893037559011062	0.10925312644507307	885.902566626759	0.6748786113691769	1.1037289004330355
MCP-2	4	Anakinra	Yes	0.11339829520872684	0.11115751418027414	926.8266573179868	-0.10475130945210166	0.33154789986955535
MCP-2	7	Anakinra	Yes	-0.18868212470887896	0.11042178332775957	910.1509966107888	-0.4053930295994107	0.028028780181652807
MCP-2	1	Placebo	Yes	1.0950767527967171	0.12473462879333673	887.8646170533161	0.8502676492180712	1.339885856375363
MCP-2	4	Placebo	Yes	0.3276657681577011	0.1282741556949323	957.2165215375044	0.07593474528849031	0.5793967910269119
MCP-2	7	Placebo	Yes	-0.2507508237052893	0.12821363890828436	956.1713731345423	-0.5023634338725321	8.61786461953562e-4
CASP-8	1	Anakinra	No	-0.031792920367966104	0.061817329180554194	1131.6594817049015	-0.1530823817511744	0.08949654101524217
CASP-8	4	Anakinra	No	-0.07677363039252769	0.06205943350452367	1138.4908564156958	-0.19853733333290013	0.04499007254784475
CASP-8	7	Anakinra	No	0.23410819741518507	0.06248911376627641	1154.8804131955287	0.11150329207716803	0.3567131027532021
CASP-8	1	Placebo	No	-0.042763148681944266	0.09508119131877282	1209.4307892633435	-0.22930554249533175	0.14377924513144325
